Timestamp [UTC],Base,PVminus10,Demandplus10,PVminus10AndDemandplus10
01/01/2050 00:00,0.37739600000000006,0.37739600000000006,0.37739600000000006,0.37739600000000006
01/01/2050 01:00,0.376672,0.376672,0.376672,0.376672
01/01/2050 02:00,0.37423920000000005,0.37423920000000005,0.37423920000000005,0.37423920000000005
01/01/2050 03:00,0.3621344,0.3621344,0.3621344,0.3621344
01/01/2050 04:00,0.3552456,0.3552456,0.3552456,0.3552456
01/01/2050 05:00,0.35336880000000004,0.35336880000000004,0.35336880000000004,0.35336880000000004
01/01/2050 06:00,0.3519888,0.3519888,0.3519888,0.3519888
01/01/2050 07:00,0.34888880000000005,0.34888880000000005,0.34888880000000005,0.34888880000000005
01/01/2050 08:00,0.3416616,0.3416616,0.3416616,0.3416616
01/01/2050 09:00,0.3313688,0.3313688,0.3313688,0.3313688
01/01/2050 10:00,0.32452960000000003,0.32452960000000003,0.32452960000000003,0.32452960000000003
01/01/2050 11:00,0.3226736,0.3226736,0.3226736,0.3226736
01/01/2050 12:00,0.30925280000000005,0.30925280000000005,0.30925280000000005,0.30925280000000005
01/01/2050 13:00,0.2887968,0.2887968,0.2887968,0.2887968
01/01/2050 14:00,0.2794752,0.2794752,0.2794752,0.2794752
01/01/2050 15:00,0.2939976,0.2939976,0.2939976,0.2939976
01/01/2050 16:00,0.3159272,0.3159272,0.3159272,0.3159272
01/01/2050 17:00,0.3168888,0.3168888,0.3168888,0.3168888
01/01/2050 18:00,0.30317440000000007,0.30317440000000007,0.30317440000000007,0.30317440000000007
01/01/2050 19:00,0.2820312,0.2820312,0.2820312,0.2820312
01/01/2050 20:00,0.2599536,0.2599536,0.2599536,0.2599536
01/01/2050 21:00,0.2353888,0.2353888,0.2353888,0.2353888
01/01/2050 22:00,0.2113552,0.2113552,0.2113552,0.2113552
01/01/2050 23:00,0.189024,0.189024,0.189024,0.189024
02/01/2050 00:00,0.16350560000000003,0.16350560000000003,0.16350560000000003,0.16350560000000003
02/01/2050 01:00,0.1406456,0.1406456,0.1406456,0.1406456
02/01/2050 02:00,0.12063040000000001,0.12063040000000001,0.12063040000000001,0.12063040000000001
02/01/2050 03:00,0.1050368,0.1050368,0.1050368,0.1050368
02/01/2050 04:00,0.0933728,0.0933728,0.0933728,0.0933728
02/01/2050 05:00,0.0844624,0.0844624,0.0844624,0.0844624
02/01/2050 06:00,0.0766048,0.0766048,0.0766048,0.0766048
02/01/2050 07:00,0.0696496,0.0696496,0.0696496,0.0696496
02/01/2050 08:00,0.06268800000000001,0.06268800000000001,0.06268800000000001,0.06268800000000001
02/01/2050 09:00,0.056820800000000005,0.056820800000000005,0.056820800000000005,0.056820800000000005
02/01/2050 10:00,0.0524232,0.0524232,0.0524232,0.0524232
02/01/2050 11:00,0.05748400000000001,0.05748400000000001,0.05748400000000001,0.05748400000000001
02/01/2050 12:00,0.0714256,0.0714256,0.0714256,0.0714256
02/01/2050 13:00,0.0894192,0.0894192,0.0894192,0.0894192
02/01/2050 14:00,0.1112352,0.1112352,0.1112352,0.1112352
02/01/2050 15:00,0.1518712,0.1518712,0.1518712,0.1518712
02/01/2050 16:00,0.2011136,0.2011136,0.2011136,0.2011136
02/01/2050 17:00,0.23689680000000002,0.23689680000000002,0.23689680000000002,0.23689680000000002
02/01/2050 18:00,0.2488288,0.2488288,0.2488288,0.2488288
02/01/2050 19:00,0.2479808,0.2479808,0.2479808,0.2479808
02/01/2050 20:00,0.23983520000000003,0.23983520000000003,0.23983520000000003,0.23983520000000003
02/01/2050 21:00,0.22874640000000002,0.22874640000000002,0.22874640000000002,0.22874640000000002
02/01/2050 22:00,0.2138648,0.2138648,0.2138648,0.2138648
02/01/2050 23:00,0.20133040000000002,0.20133040000000002,0.20133040000000002,0.20133040000000002
03/01/2050 00:00,0.1944416,0.1944416,0.1944416,0.1944416
03/01/2050 01:00,0.1845072,0.1845072,0.1845072,0.1845072
03/01/2050 02:00,0.173288,0.173288,0.173288,0.173288
03/01/2050 03:00,0.1688504,0.1688504,0.1688504,0.1688504
03/01/2050 04:00,0.1657864,0.1657864,0.1657864,0.1657864
03/01/2050 05:00,0.174524,0.174524,0.174524,0.174524
03/01/2050 06:00,0.19823280000000001,0.19823280000000001,0.19823280000000001,0.19823280000000001
03/01/2050 07:00,0.2323968,0.2323968,0.2323968,0.2323968
03/01/2050 08:00,0.2710824,0.2710824,0.2710824,0.2710824
03/01/2050 09:00,0.2935448,0.2935448,0.2935448,0.2935448
03/01/2050 10:00,0.31236480000000005,0.31236480000000005,0.31236480000000005,0.31236480000000005
03/01/2050 11:00,0.3466976,0.3466976,0.3466976,0.3466976
03/01/2050 12:00,0.3881624,0.3881624,0.3881624,0.3881624
03/01/2050 13:00,0.4117152,0.4117152,0.4117152,0.4117152
03/01/2050 14:00,0.42528,0.42528,0.42528,0.42528
03/01/2050 15:00,0.4520344,0.4520344,0.4520344,0.4520344
03/01/2050 16:00,0.48830080000000003,0.48830080000000003,0.48830080000000003,0.48830080000000003
03/01/2050 17:00,0.5255143999999999,0.5255143999999999,0.5255143999999999,0.5255143999999999
03/01/2050 18:00,0.5414760000000001,0.5414760000000001,0.5414760000000001,0.5414760000000001
03/01/2050 19:00,0.5603632000000001,0.5603632000000001,0.5603632000000001,0.5603632000000001
03/01/2050 20:00,0.5690064,0.5690064,0.5690064,0.5690064
03/01/2050 21:00,0.58396,0.58396,0.58396,0.58396
03/01/2050 22:00,0.5850368,0.5850368,0.5850368,0.5850368
03/01/2050 23:00,0.5939568000000001,0.5939568000000001,0.5939568000000001,0.5939568000000001
04/01/2050 00:00,0.5986696,0.5986696,0.5986696,0.5986696
04/01/2050 01:00,0.6105768,0.6105768,0.6105768,0.6105768
04/01/2050 02:00,0.6140096,0.6140096,0.6140096,0.6140096
04/01/2050 03:00,0.624452,0.624452,0.624452,0.624452
04/01/2050 04:00,0.62924,0.62924,0.62924,0.62924
04/01/2050 05:00,0.6375256,0.6375256,0.6375256,0.6375256
04/01/2050 06:00,0.6308776,0.6308776,0.6308776,0.6308776
04/01/2050 07:00,0.6250136000000001,0.6250136000000001,0.6250136000000001,0.6250136000000001
04/01/2050 08:00,0.6129216000000001,0.6129216000000001,0.6129216000000001,0.6129216000000001
04/01/2050 09:00,0.607712,0.607712,0.607712,0.607712
04/01/2050 10:00,0.6001456000000001,0.6001456000000001,0.6001456000000001,0.6001456000000001
04/01/2050 11:00,0.6080968000000001,0.6080968000000001,0.6080968000000001,0.6080968000000001
04/01/2050 12:00,0.6184216,0.6184216,0.6184216,0.6184216
04/01/2050 13:00,0.630012,0.630012,0.630012,0.630012
04/01/2050 14:00,0.6291896000000001,0.6291896000000001,0.6291896000000001,0.6291896000000001
04/01/2050 15:00,0.6195400000000001,0.6195400000000001,0.6195400000000001,0.6195400000000001
04/01/2050 16:00,0.6016112,0.6016112,0.6016112,0.6016112
04/01/2050 17:00,0.5744608000000001,0.5744608000000001,0.5744608000000001,0.5744608000000001
04/01/2050 18:00,0.5429016,0.5429016,0.5429016,0.5429016
04/01/2050 19:00,0.5373632,0.5373632,0.5373632,0.5373632
04/01/2050 20:00,0.5656088,0.5656088,0.5656088,0.5656088
04/01/2050 21:00,0.6163968,0.6163968,0.6163968,0.6163968
04/01/2050 22:00,0.6586552000000001,0.6586552000000001,0.6586552000000001,0.6586552000000001
04/01/2050 23:00,0.6866680000000001,0.6866680000000001,0.6866680000000001,0.6866680000000001
05/01/2050 00:00,0.7024600000000001,0.7024600000000001,0.7024600000000001,0.7024600000000001
05/01/2050 01:00,0.7097968,0.7097968,0.7097968,0.7097968
05/01/2050 02:00,0.708672,0.708672,0.708672,0.708672
05/01/2050 03:00,0.7061408,0.7061408,0.7061408,0.7061408
05/01/2050 04:00,0.6941648,0.6941648,0.6941648,0.6941648
05/01/2050 05:00,0.6834592,0.6834592,0.6834592,0.6834592
05/01/2050 06:00,0.6653832000000001,0.6653832000000001,0.6653832000000001,0.6653832000000001
05/01/2050 07:00,0.65272,0.65272,0.65272,0.65272
05/01/2050 08:00,0.6320528000000001,0.6320528000000001,0.6320528000000001,0.6320528000000001
05/01/2050 09:00,0.6191328,0.6191328,0.6191328,0.6191328
05/01/2050 10:00,0.608012,0.608012,0.608012,0.608012
05/01/2050 11:00,0.6128992000000001,0.6128992000000001,0.6128992000000001,0.6128992000000001
05/01/2050 12:00,0.6194672,0.6194672,0.6194672,0.6194672
05/01/2050 13:00,0.6323000000000001,0.6323000000000001,0.6323000000000001,0.6323000000000001
05/01/2050 14:00,0.6484712,0.6484712,0.6484712,0.6484712
05/01/2050 15:00,0.6617784000000001,0.6617784000000001,0.6617784000000001,0.6617784000000001
05/01/2050 16:00,0.6638624000000001,0.6638624000000001,0.6638624000000001,0.6638624000000001
05/01/2050 17:00,0.6576928,0.6576928,0.6576928,0.6576928
05/01/2050 18:00,0.6365896000000001,0.6365896000000001,0.6365896000000001,0.6365896000000001
05/01/2050 19:00,0.6022336,0.6022336,0.6022336,0.6022336
05/01/2050 20:00,0.5538984,0.5538984,0.5538984,0.5538984
05/01/2050 21:00,0.5034288,0.5034288,0.5034288,0.5034288
05/01/2050 22:00,0.4639728,0.4639728,0.4639728,0.4639728
05/01/2050 23:00,0.4358424000000001,0.4358424000000001,0.4358424000000001,0.4358424000000001
06/01/2050 00:00,0.42393840000000005,0.42393840000000005,0.42393840000000005,0.42393840000000005
06/01/2050 01:00,0.42872960000000004,0.42872960000000004,0.42872960000000004,0.42872960000000004
06/01/2050 02:00,0.4356736,0.4356736,0.4356736,0.4356736
06/01/2050 03:00,0.44352720000000007,0.44352720000000007,0.44352720000000007,0.44352720000000007
06/01/2050 04:00,0.442164,0.442164,0.442164,0.442164
06/01/2050 05:00,0.4263368,0.4263368,0.4263368,0.4263368
06/01/2050 06:00,0.3911504,0.3911504,0.3911504,0.3911504
06/01/2050 07:00,0.34299440000000003,0.34299440000000003,0.34299440000000003,0.34299440000000003
06/01/2050 08:00,0.2820224,0.2820224,0.2820224,0.2820224
06/01/2050 09:00,0.21802080000000001,0.21802080000000001,0.21802080000000001,0.21802080000000001
06/01/2050 10:00,0.18628240000000001,0.18628240000000001,0.18628240000000001,0.18628240000000001
06/01/2050 11:00,0.1918408,0.1918408,0.1918408,0.1918408
06/01/2050 12:00,0.20068000000000003,0.20068000000000003,0.20068000000000003,0.20068000000000003
06/01/2050 13:00,0.215948,0.215948,0.215948,0.215948
06/01/2050 14:00,0.258516,0.258516,0.258516,0.258516
06/01/2050 15:00,0.3403888,0.3403888,0.3403888,0.3403888
06/01/2050 16:00,0.4381840000000001,0.4381840000000001,0.4381840000000001,0.4381840000000001
06/01/2050 17:00,0.5177912,0.5177912,0.5177912,0.5177912
06/01/2050 18:00,0.5714856,0.5714856,0.5714856,0.5714856
06/01/2050 19:00,0.6049448000000001,0.6049448000000001,0.6049448000000001,0.6049448000000001
06/01/2050 20:00,0.6217568,0.6217568,0.6217568,0.6217568
06/01/2050 21:00,0.6248064000000001,0.6248064000000001,0.6248064000000001,0.6248064000000001
06/01/2050 22:00,0.6143368,0.6143368,0.6143368,0.6143368
06/01/2050 23:00,0.5944656,0.5944656,0.5944656,0.5944656
07/01/2050 00:00,0.5691872,0.5691872,0.5691872,0.5691872
07/01/2050 01:00,0.544412,0.544412,0.544412,0.544412
07/01/2050 02:00,0.5162712,0.5162712,0.5162712,0.5162712
07/01/2050 03:00,0.4793216,0.4793216,0.4793216,0.4793216
07/01/2050 04:00,0.4214872,0.4214872,0.4214872,0.4214872
07/01/2050 05:00,0.3609968,0.3609968,0.3609968,0.3609968
07/01/2050 06:00,0.3026456,0.3026456,0.3026456,0.3026456
07/01/2050 07:00,0.24782160000000003,0.24782160000000003,0.24782160000000003,0.24782160000000003
07/01/2050 08:00,0.1878576,0.1878576,0.1878576,0.1878576
