Timestamp [UTC],Base,PVminus10,Demandplus10,PVminus10AndDemandplus10
01/01/2050 00:00,0.0,0.0,0.0,0.0
01/01/2050 01:00,0.0,0.0,0.0,0.0
01/01/2050 02:00,0.0,0.0,0.0,0.0
01/01/2050 03:00,0.0,0.0,0.0,0.0
01/01/2050 04:00,0.0,0.0,0.0,0.0
01/01/2050 05:00,0.0,0.0,0.0,0.0
01/01/2050 06:00,0.0,0.0,0.0,0.0
01/01/2050 07:00,0.0,0.0,0.0,0.0
01/01/2050 08:00,0.090863,0.08177670000000001,0.090863,0.08177670000000001
01/01/2050 09:00,0.243526,0.2191734,0.243526,0.2191734
01/01/2050 10:00,0.363415,0.3270735,0.363415,0.3270735
01/01/2050 11:00,0.427454,0.3847086,0.427454,0.3847086
01/01/2050 12:00,0.429704,0.3867336,0.429704,0.3867336
01/01/2050 13:00,0.374232,0.3368088,0.374232,0.3368088
01/01/2050 14:00,0.251625,0.22646249999999998,0.251625,0.22646249999999998
01/01/2050 15:00,0.088171,0.0793539,0.088171,0.0793539
01/01/2050 16:00,0.00046,0.00041400000000000003,0.00046,0.00041400000000000003
01/01/2050 17:00,0.0,0.0,0.0,0.0
01/01/2050 18:00,0.0,0.0,0.0,0.0
01/01/2050 19:00,0.0,0.0,0.0,0.0
01/01/2050 20:00,0.0,0.0,0.0,0.0
01/01/2050 21:00,0.0,0.0,0.0,0.0
01/01/2050 22:00,0.0,0.0,0.0,0.0
01/01/2050 23:00,0.0,0.0,0.0,0.0
02/01/2050 00:00,0.0,0.0,0.0,0.0
02/01/2050 01:00,0.0,0.0,0.0,0.0
02/01/2050 02:00,0.0,0.0,0.0,0.0
02/01/2050 03:00,0.0,0.0,0.0,0.0
02/01/2050 04:00,0.0,0.0,0.0,0.0
02/01/2050 05:00,0.0,0.0,0.0,0.0
02/01/2050 06:00,0.0,0.0,0.0,0.0
02/01/2050 07:00,0.0,0.0,0.0,0.0
02/01/2050 08:00,0.008202,0.007381799999999999,0.008202,0.007381799999999999
02/01/2050 09:00,0.040774,0.036696599999999996,0.040774,0.036696599999999996
02/01/2050 10:00,0.095144,0.08562960000000001,0.095144,0.08562960000000001
02/01/2050 11:00,0.169971,0.15297390000000002,0.169971,0.15297390000000002
02/01/2050 12:00,0.230208,0.2071872,0.230208,0.2071872
02/01/2050 13:00,0.221948,0.19975320000000002,0.221948,0.19975320000000002
02/01/2050 14:00,0.14411,0.12969899999999998,0.14411,0.12969899999999998
02/01/2050 15:00,0.044435,0.039991500000000006,0.044435,0.039991500000000006
02/01/2050 16:00,0.000503,0.0004527,0.000503,0.0004527
02/01/2050 17:00,0.0,0.0,0.0,0.0
02/01/2050 18:00,0.0,0.0,0.0,0.0
02/01/2050 19:00,0.0,0.0,0.0,0.0
02/01/2050 20:00,0.0,0.0,0.0,0.0
02/01/2050 21:00,0.0,0.0,0.0,0.0
02/01/2050 22:00,0.0,0.0,0.0,0.0
02/01/2050 23:00,0.0,0.0,0.0,0.0
03/01/2050 00:00,0.0,0.0,0.0,0.0
03/01/2050 01:00,0.0,0.0,0.0,0.0
03/01/2050 02:00,0.0,0.0,0.0,0.0
03/01/2050 03:00,0.0,0.0,0.0,0.0
03/01/2050 04:00,0.0,0.0,0.0,0.0
03/01/2050 05:00,0.0,0.0,0.0,0.0
03/01/2050 06:00,0.0,0.0,0.0,0.0
03/01/2050 07:00,0.0,0.0,0.0,0.0
03/01/2050 08:00,0.089846,0.0808614,0.089846,0.0808614
03/01/2050 09:00,0.263486,0.2371374,0.263486,0.2371374
03/01/2050 10:00,0.354454,0.3190086,0.354454,0.3190086
