Timestamp [UTC],Base,PVminus10,Demandplus10,PVminus10AndDemandplus10
01/01/2050 00:00,0.00030300337528279197,0.00030300337528279197,0.0003333037128110712,0.0003333037128110712
01/01/2050 01:00,0.0003117438572621032,0.0003117438572621032,0.00034291824298831355,0.00034291824298831355
01/01/2050 02:00,0.0003132006042586552,0.0003132006042586552,0.0003445206646845207,0.0003445206646845207
01/01/2050 03:00,0.0003161140982517589,0.0003161140982517589,0.0003477255080769348,0.0003477255080769348
01/01/2050 04:00,0.0003190275922448627,0.0003190275922448627,0.00035093035146934896,0.00035093035146934896
01/01/2050 05:00,0.00032485458023107024,0.00032485458023107024,0.00035734003825417727,0.00035734003825417727
01/01/2050 06:00,0.0003292248212207259,0.0003292248212207259,0.0003621473033427985,0.0003621473033427985
01/01/2050 07:00,0.00033796530320003715,0.00033796530320003715,0.0003717618335200409,0.0003717618335200409
01/01/2050 08:00,0.000365643496134523,0.000365643496134523,0.0004022078457479753,0.0004022078457479753
01/01/2050 09:00,0.00035835976115176357,0.00035835976115176357,0.00039419573726693995,0.00039419573726693995
01/01/2050 10:00,0.00034233554418969286,0.00034233554418969286,0.0003765690986086622,0.0003765690986086622
01/01/2050 11:00,0.0003204843392414146,0.0003204843392414146,0.00035253277316555607,0.00035253277316555607
01/01/2050 12:00,0.0002913493993103769,0.0002913493993103769,0.00032048433924141464,0.00032048433924141464
01/01/2050 13:00,0.00028552241132416935,0.00028552241132416935,0.00031407465245658633,0.00031407465245658633
01/01/2050 14:00,0.00028260891733106555,0.00028260891733106555,0.0003108698090641721,0.0003108698090641721
01/01/2050 15:00,0.0002811521703345137,0.0002811521703345137,0.0003092673873679651,0.0003092673873679651
01/01/2050 16:00,0.00030008988128968816,0.00030008988128968816,0.000330098869418657,0.000330098869418657
01/01/2050 17:00,0.000276781929344858,0.000276781929344858,0.0003044601222793438,0.0003044601222793438
01/01/2050 18:00,0.0002811521703345137,0.0002811521703345137,0.0003092673873679651,0.0003092673873679651
01/01/2050 19:00,0.0002884359053172731,0.0002884359053172731,0.00031727949584900043,0.00031727949584900043
01/01/2050 20:00,0.0002971763872965844,0.0002971763872965844,0.0003268940260262429,0.0003268940260262429
01/01/2050 21:00,0.00030154662828624007,0.00030154662828624007,0.0003317012911148641,0.0003317012911148641
01/01/2050 22:00,0.00030154662828624007,0.00030154662828624007,0.0003317012911148641,0.0003317012911148641
01/01/2050 23:00,0.00030300337528279197,0.00030300337528279197,0.0003333037128110712,0.0003333037128110712
02/01/2050 00:00,0.00030300337528279197,0.00030300337528279197,0.0003333037128110712,0.0003333037128110712
02/01/2050 01:00,0.00030883036326899947,0.00030883036326899947,0.00033971339959589945,0.00033971339959589945
02/01/2050 02:00,0.00030883036326899947,0.00030883036326899947,0.00033971339959589945,0.00033971339959589945
02/01/2050 03:00,0.0003102871102655514,0.0003102871102655514,0.00034131582129210656,0.00034131582129210656
02/01/2050 04:00,0.00030300337528279197,0.00030300337528279197,0.0003333037128110712,0.0003333037128110712
02/01/2050 05:00,0.0002942628933034806,0.0002942628933034806,0.0003236891826338287,0.0003236891826338287
02/01/2050 06:00,0.00028552241132416935,0.00028552241132416935,0.00031407465245658633,0.00031407465245658633
02/01/2050 07:00,0.0002869791583207212,0.0002869791583207212,0.00031567707415279333,0.00031567707415279333
02/01/2050 08:00,0.0003073736162724476,0.0003073736162724476,0.0003381109778996924,0.0003381109778996924
02/01/2050 09:00,0.00030154662828624007,0.00030154662828624007,0.0003317012911148641,0.0003317012911148641
02/01/2050 10:00,0.0002986331342931363,0.0002986331342931363,0.00032849644772245,0.00032849644772245
02/01/2050 11:00,0.0002913493993103769,0.0002913493993103769,0.00032048433924141464,0.00032048433924141464
02/01/2050 12:00,0.00028406566432761745,0.00028406566432761745,0.00031247223076037923,0.00031247223076037923
02/01/2050 13:00,0.0002782386763414099,0.0002782386763414099,0.0003060625439755509,0.0003060625439755509
02/01/2050 14:00,0.00027241168835520234,0.00027241168835520234,0.0002996528571907226,0.0002996528571907226
02/01/2050 15:00,0.00026658470036899484,0.00026658470036899484,0.00029324317040589436,0.00029324317040589436
02/01/2050 16:00,0.0002622144593793392,0.0002622144593793392,0.0002884359053172731,0.0002884359053172731
02/01/2050 17:00,0.0002316227724517496,0.0002316227724517496,0.0002547850496969246,0.0002547850496969246
02/01/2050 18:00,0.0002316227724517496,0.0002316227724517496,0.0002547850496969246,0.0002547850496969246
02/01/2050 19:00,0.00022870927845864583,0.00022870927845864583,0.0002515802063045104,0.0002515802063045104
02/01/2050 20:00,0.0002316227724517496,0.0002316227724517496,0.0002547850496969246,0.0002547850496969246
02/01/2050 21:00,0.00023307951944830148,0.00023307951944830148,0.0002563874713931316,0.0002563874713931316
02/01/2050 22:00,0.00023307951944830148,0.00023307951944830148,0.0002563874713931316,0.0002563874713931316
02/01/2050 23:00,0.00023307951944830148,0.00023307951944830148,0.0002563874713931316,0.0002563874713931316
03/01/2050 00:00,0.00023453626644485338,0.00023453626644485338,0.00025798989308933873,0.00025798989308933873
03/01/2050 01:00,0.00023599301344140526,0.00023599301344140526,0.0002595923147855458,0.0002595923147855458
03/01/2050 02:00,0.00024619024241726847,0.00024619024241726847,0.00027080926665899534,0.00027080926665899534
03/01/2050 03:00,0.00024619024241726847,0.00024619024241726847,0.00027080926665899534,0.00027080926665899534
03/01/2050 04:00,0.00024473349542071657,0.00024473349542071657,0.00026920684496278824,0.00026920684496278824
03/01/2050 05:00,0.00024473349542071657,0.00024473349542071657,0.00026920684496278824,0.00026920684496278824
03/01/2050 06:00,0.0002476469894138203,0.0002476469894138203,0.0002724116883552024,0.0002724116883552024
03/01/2050 07:00,0.000252017230403476,0.000252017230403476,0.00027721895344382365,0.00027721895344382365
03/01/2050 08:00,0.0002738684353517543,0.0002738684353517543,0.0003012552788869298,0.0003012552788869298
03/01/2050 09:00,0.00027241168835520234,0.00027241168835520234,0.0002996528571907226,0.0002996528571907226
